#{"t_start": 1777964840.404338, "env_id": "None"}
r,l,t
1941.607637,500,3440.681543
1763.387628,500,3443.868707
1716.10512,500,3445.384263
2023.319993,500,3447.002091
1482.418283,500,3448.623111
1388.28658,500,3451.656388
856.604562,500,3453.005228
1597.487646,500,3454.500812
832.910568,486,3455.823298
1473.608945,500,3458.950761
1288.784575,500,3460.644126
1897.474518,500,3462.029932
1673.574468,500,3463.472924
2090.808753,500,3466.646601
849.077273,322,3467.499607
373.669946,500,3468.935358
507.810553,475,3470.411429
1319.276224,425,3471.583637
737.184466,273,3472.345842
654.592504,204,3474.682639
83.053732,80,3474.832788
1789.093466,500,3476.309153
365.719541,157,3476.721467
1689.494684,496,3478.194127
1808.179262,500,3485.292929
893.165897,412,3488.460308
1593.753177,500,3489.81346
529.589616,205,3490.462838
1752.151959,500,3491.99346
1224.390331,396,3493.125587
798.707909,500,3496.456465
502.558256,178,3496.931624
1992.448744,500,3498.511423
906.349715,390,3499.500125
1846.938816,500,3501.090947
-17.803717,38,3501.163735
1344.46034,500,3504.571829
1530.71667,451,3505.84153
452.954352,278,3506.656776
490.091326,226,3507.198591
1742.438527,500,3508.800664
398.655416,233,3511.075373
1168.794964,386,3512.320404
1081.821092,500,3513.658742
197.990996,95,3513.954705
848.942393,500,3515.342693
1846.475449,500,3516.933161
1649.696286,500,3520.37842
1737.877525,500,3521.855307
130.602876,83,3522.083592
1769.690236,500,3523.622309
288.559617,177,3524.215286
1913.08018,500,3527.219861
1724.902095,500,3528.828691
1606.195846,500,3530.463652
308.647128,195,3530.956991
2004.164512,500,3532.48413
564.672627,203,3534.705826
909.031172,291,3535.556846
1475.377329,500,3536.937708
863.177185,353,3537.938013
491.053316,293,3538.789844
1797.278636,500,3540.38099
1866.004836,500,3543.325137
733.411451,251,3544.150374
1355.928415,500,3545.595995
1810.364139,500,3547.008161
1423.285029,500,3550.211371
283.482489,170,3550.689898
1551.28341,500,3552.215029
1785.824829,500,3553.750634
320.532966,223,3554.455044
1827.347289,500,3555.992362
1460.373094,500,3559.170283
152.827871,119,3559.47815
962.854048,355,3560.683578
1730.400301,480,3562.146077
922.852537,309,3562.999752
625.914182,251,3563.737813
1946.418285,500,3566.874059
1883.397915,500,3568.433797
1791.843115,500,3569.805855
1695.575157,500,3571.368059
1201.008341,500,3574.664011
459.851188,500,3576.269383
1881.172768,500,3577.628444
510.337136,500,3579.110535
620.161124,248,3587.313941
1378.543107,500,3588.845184
696.812698,500,3590.396344
643.726975,238,3591.032747
491.810738,187,3591.642873
1644.358781,500,3593.254844
416.842396,218,3595.583394
-6.390732,53,3595.722437
478.096049,227,3596.380977
356.825333,152,3596.778944
327.280763,161,3597.19427
132.788401,83,3597.434183
150.236464,145,3597.899637
2111.552809,500,3599.209151
1886.573061,500,3600.869951
1847.387062,500,3604.117132
1570.643112,500,3605.651402
1365.132868,435,3606.913385
1597.625739,500,3608.566834
864.121425,304,3611.178891
1327.928067,500,3612.676023
1269.201844,500,3614.030417
1609.556108,500,3615.591145
632.097946,278,3616.373172
378.820508,210,3618.545665
1866.588961,500,3619.99298
62.665616,53,3620.152369
90.805517,175,3620.695546
835.823432,500,3622.111455
1726.084306,500,3623.566882
253.525719,178,3624.071758
1380.263147,400,3626.925052
1691.010514,500,3628.477963
1277.159788,500,3629.997058
848.606122,500,3631.56838
1056.447837,358,3634.466755
199.616297,171,3634.827421
1761.634201,500,3636.241523
970.453529,430,3637.501622
497.297085,226,3638.232098
710.618293,253,3638.918898
41.596708,149,3639.195794
1407.686187,500,3642.556962
1101.347245,411,3643.69937
436.957822,180,3644.289051
1243.402685,500,3645.745902
1774.173297,441,3647.095724
1939.299911,500,3650.349457
1351.782963,500,3651.718477
1035.938946,461,3652.949359
1829.707226,500,3654.418986
594.453624,189,3654.897006
1322.691126,500,3658.169674
365.461677,233,3658.830349
1242.099102,379,3660.174713
1668.132849,500,3661.535776
618.002564,267,3662.35266
1428.314164,500,3665.409847
4.9748,51,3665.550948
1952.260637,500,3667.104991
1457.967327,475,3668.599282
529.695139,202,3669.132298
1806.6982,500,3670.760677
1611.701202,500,3673.877901
984.335942,307,3674.782192
697.391454,298,3675.696031
194.486243,150,3676.227917
842.350842,289,3677.084037
924.002357,332,3678.092928
879.42016,365,3680.761731
187.117218,88,3680.952995
1800.13592,500,3687.964624
1739.830158,500,3689.629195
98.663699,92,3689.938098
1779.397432,500,3691.415415
1899.176031,500,3694.933538
1649.618342,500,3696.563032
559.47378,344,3697.346722
159.795569,90,3697.600477
1779.705454,500,3699.186127
1482.79237,500,3702.418683
1526.113055,500,3703.883491
134.213061,130,3704.24464
1617.141501,500,3705.619145
1387.740517,488,3707.129909
576.856919,203,3707.717072
32.006883,72,3707.910063
1461.747543,464,3710.9795
877.953365,308,3711.918942
1466.975903,500,3713.47373
1837.668174,500,3714.994236
466.383124,187,3715.480669
1364.972056,500,3718.723885
1308.997972,474,3720.203135
351.302358,231,3720.736345
196.170206,143,3721.015445
414.752876,172,3721.471653
1510.16749,500,3722.943198
1896.061634,500,3726.162145
1413.296527,500,3727.60005
1078.410354,500,3729.088097
861.996641,282,3729.972735
1122.513032,469,3733.162657
5.212915,75,3733.386613
1671.703201,500,3734.931894
581.089215,235,3735.573452
1398.419771,500,3737.112294
1954.30462,500,3738.676119
1342.081112,500,3741.939718
655.136159,500,3743.308839
1522.244139,500,3744.729785
1194.571741,500,3746.290608
502.32247,437,3749.192004
122.508944,100,3749.432755
1083.17234,458,3750.83326
1636.379548,500,3752.454107
436.72577,207,3752.982002
1125.368912,500,3754.47122
1751.629864,500,3757.655782
293.39921,130,3758.061677
1080.261908,500,3759.516704
1405.798803,500,3760.994894
1353.765775,500,3764.319016
824.852525,367,3765.360637
320.28516,212,3765.95404
1056.38429,500,3767.375947
849.855462,357,3768.556866
349.811918,189,3768.960912
1171.974435,500,3772.162762
2053.660187,500,3773.548685
1979.724542,500,3775.097252
1964.036025,500,3776.776118
1805.186654,500,3780.163627
62.112434,106,3780.414218
2011.583202,500,3781.823457
992.674796,489,3788.761128
1296.980684,500,3790.344673
72.779652,107,3790.60759
972.322859,381,3793.390107
1500.852853,500,3794.952484
108.984371,173,3795.339195
1464.219522,500,3796.881639
912.218757,358,3797.984093
1680.466869,500,3801.185799
864.255385,308,3802.164034
1012.420622,500,3803.555698
1106.553122,500,3805.027135
352.406324,238,3805.682636
245.336658,136,3806.149516
1252.374044,441,3809.004297
687.439879,500,3810.440677
1049.814252,429,3811.592108
1888.351295,500,3813.096983
625.328308,288,3814.053419
488.278742,298,3816.510898
295.530835,152,3816.885976
350.713504,157,3817.420427
1366.192449,397,3818.661747
314.916368,156,3818.973517
1433.927062,500,3820.557282
479.760495,299,3821.270845
241.430224,301,3823.962969
288.529053,207,3824.626645
1495.051417,500,3826.209877
1106.396977,500,3827.767139
1816.870209,500,3829.141056
450.33254,205,3829.725731
644.936538,247,3832.170565
-9.623228,49,3832.305945
228.401873,120,3832.629113
1568.569094,500,3834.273504
1459.884855,500,3835.573733
1414.60805,500,3836.948853
1973.746722,500,3839.979396
1800.906245,500,3841.568566
1687.537155,500,3843.132341
2174.737817,500,3844.630246
1109.424347,386,3847.336549
1260.756886,500,3848.810829
290.553537,187,3849.19681
1435.491943,484,3850.74171
1276.578208,500,3852.193663
1937.89069,500,3855.106565
473.220064,173,3855.614925
1173.977144,500,3857.056934
1465.082683,500,3858.707651
444.584535,186,3859.1944
207.020423,140,3859.532576
1309.107967,404,3862.574604
1554.255745,500,3864.019017
1616.739901,500,3865.70139
1448.314979,500,3867.442695
1618.547414,500,3870.707726
-14.390967,44,3870.794888
1989.213434,500,3872.340379
869.451448,500,3873.601334
575.160723,500,3875.097109
2041.834648,500,3878.332796
1801.796039,500,3879.759968
543.528534,185,3880.348479
1918.927438,500,3881.788978
1573.109783,500,3888.776921
1132.788258,500,3891.770841
98.074657,82,3892.024644
749.010784,243,3892.772301
223.549478,122,3893.044009
225.229877,122,3893.340236
361.011412,143,3893.815821
393.584821,177,3894.349566
1687.443875,500,3895.59725
1277.061493,500,3898.781908
1371.087508,476,3900.217551
1098.511003,335,3901.098935
1210.429833,404,3902.333168
1383.146302,482,3903.699496
1301.172706,443,3906.65546
943.431507,500,3908.127129
1671.62253,500,3909.357911
594.71301,314,3910.24327
755.943843,314,3911.044724
835.267908,500,3914.415323
1.778373,48,3914.501129
918.422206,312,3915.480862
1714.179899,500,3916.968239
1730.848782,500,3918.581349
151.290437,127,3918.870184
1125.62042,312,3919.781026
813.531086,500,3922.751225
806.422858,500,3924.227701
1723.206342,500,3925.627792
1208.293222,341,3926.718896
163.183674,124,3927.028078
141.182311,132,3927.30351
2015.980151,500,3930.659472
618.325711,251,3931.358184
1656.127178,500,3932.873016
1309.926422,500,3934.531182
105.778644,104,3934.784866
1417.141826,500,3938.000287
681.186606,279,3938.733001
1358.007735,500,3940.140502
406.853437,225,3940.752526
1815.671748,500,3942.376847
1850.141913,500,3945.503371
554.139655,500,3946.991873
1509.361433,500,3948.549485
802.662997,344,3949.397151
1293.832193,500,3952.697057
1725.150117,500,3954.161387
1459.95701,500,3955.612323
1800.986499,500,3957.080306
337.634912,146,3957.471525
1591.493732,500,3960.727573
366.446324,163,3961.091766
1139.584916,500,3962.823178
1341.591245,500,3964.380852
1415.505097,500,3965.870067
1930.815806,500,3968.881372
326.259018,191,3969.307503
327.996382,161,3969.819892
1299.403634,466,3971.276029
1086.806896,342,3972.432524
1936.183491,500,3973.785266
1504.485666,500,3976.861726
1753.606937,500,3978.580459
322.85818,206,3979.035829
720.327284,294,3980.010682
2354.825689,500,3987.897141
1012.430898,416,3990.873987
1771.026209,500,3992.402271
1080.129829,497,3993.680833
1149.873744,500,3995.08479
1333.711943,500,3998.394855
2280.755886,500,3999.962667
1107.337802,414,4001.172162
530.679224,324,4002.120141
-26.852976,39,4002.214834
171.2683,126,4002.525877
996.235714,314,4003.357714
402.910292,280,4005.781342
1580.118543,500,4007.15486
934.558465,500,4008.677273
1065.703739,491,4010.128149
995.705094,451,4013.047486
1559.501869,414,4014.462627
785.879552,335,4015.31776
217.609453,173,4015.895429
1209.337802,447,4017.113726
1184.193564,500,4018.80209
851.767844,258,4021.132519
1860.453254,500,4022.785522
1069.23011,500,4024.247605
928.091361,443,4025.480046
275.65687,136,4025.895402
231.414137,128,4026.308485
1324.968615,420,4029.174975
524.34656,245,4029.929339
1646.663153,500,4031.481373
1584.693901,436,4032.900633
1806.080473,500,4034.451422
400.452661,189,4036.641731
1488.104774,500,4038.381163
513.111387,207,4038.907154
1947.163176,500,4040.488271
1543.99389,500,4041.674524
1769.720492,500,4044.784343
651.12412,321,4045.651577
1738.223464,500,4047.107419
1354.799667,376,4048.254187
1411.375211,500,4049.630985
291.96418,187,4050.227929
1273.931859,500,4053.157761
4.48597,59,4053.270023
1810.953157,500,4054.897019
1705.591696,500,4056.502038
1154.468088,470,4057.739201
128.095342,95,4059.710596
224.35184,128,4060.109123
1902.322829,500,4061.449865
-2.223691,59,4061.61239
1037.916709,378,4062.867635
721.977673,439,4064.219145
1168.073354,500,4067.237128
348.257371,187,4067.794883
83.008691,134,4068.145509
779.706652,260,4068.913266
792.014157,366,4070.004592
1468.384018,463,4071.345521
1631.589504,500,4072.942054
676.609957,358,4075.409285
31.494663,83,4075.633811
765.47119,266,4076.456482
730.63016,500,4077.913526
1514.516997,455,4079.414335
1969.779407,500,4082.706633
1951.578134,500,4089.94598
1395.82495,452,4091.181069
1731.386528,500,4092.923309
1996.410655,500,4094.713578
1519.570814,500,4097.767302
1597.315413,473,4099.174984
1896.762368,500,4100.745693
2.997178,67,4100.887094
1116.132699,442,4102.347174
687.056298,259,4104.841453
1510.131444,500,4106.422265
340.623742,138,4106.752066
1691.749615,500,4108.336019
1014.962965,347,4109.223328
1628.581899,500,4112.344471
1536.602038,500,4113.691344
302.848005,129,4114.157428
553.887627,200,4114.765238
1473.677884,500,4116.228563
568.384944,446,4117.253267
614.391638,234,4119.641648
1907.317693,482,4121.133331
570.305151,190,4121.731463
528.028402,203,4122.395235
1638.277392,500,4123.815426
152.279201,93,4124.073052
1446.047729,420,4125.398645
-6.508047,72,4125.564967
1845.45662,500,4128.846959
-17.846729,36,4128.953451
295.913783,371,4130.163736
918.12233,337,4131.180532
492.656492,279,4132.082063
1138.017473,500,4133.422764
1266.546426,500,4136.648858
1357.346158,500,4138.172132
1002.554113,328,4139.10187
1240.282264,465,4140.6191
1370.761214,500,4143.777341
1656.252651,500,4145.210834
947.494993,378,4146.484107
402.759642,150,4146.851392
693.506238,382,4147.97294
1720.134172,500,4149.26271
1089.906183,356,4152.010912
2.480269,62,4152.16941
296.099263,191,4152.681175
1545.914231,500,4153.975901
691.174768,294,4154.860811
-2.802165,43,4154.939795
595.741054,199,4155.525912
1360.336068,500,4158.851421
129.066164,105,4159.090377
552.667132,460,4160.501745
211.971664,154,4160.901212
1303.879773,500,4162.419879
691.288475,500,4163.769465
-21.828068,44,4163.873502
604.345798,434,4166.938356
1453.549653,500,4168.533275
1251.960998,500,4169.738509
1296.14453,392,4170.880964
277.039646,184,4171.261781
1358.867364,500,4174.4824
1684.280828,500,4176.035114
1011.574766,456,4177.175809
701.098118,197,4177.84302
1832.96205,500,4179.333956
572.649434,209,4181.699285
767.013328,500,4188.89443
769.14447,347,4190.009609
783.202067,500,4191.285719
649.872349,281,4192.166008
